wsid,name,country,province,icao,latitude,longitude,elevation,begin_date,end_date
013210-99999,STRYN,NO,,,+61.900,+006.550,+0208.0,1973-01-01,2025-06-04
013220-99999,FORDE-TEFRE,NO,,,+61.467,+005.917,+0064.0,1973-01-01,1997-12-31
013230-99999,BRINGELAND / FORDE,NO,,ENBL,+61.393,+005.764,+0327.0,1984-05-02,2025-06-04
013250-99999,MODALEN II,NO,,,+60.833,+005.950,+0114.0,1973-01-01,1997-12-31
013260-99999,MODALEN III,NO,,,+60.850,+005.983,+0125.0,2008-10-08,2025-06-04
013270-99999,KVAMSKOGEN-JONSHOGDI,NO,,,+60.383,+005.967,+0455.0,2006-11-21,2025-06-04
013280-99999,KVAMSKOGEN,NO,,,+60.400,+005.917,+0408.0,1973-01-01,2006-07-26
013290-99999,KVAMSOY,NO,,,+60.350,+006.267,+0050.0,2005-02-18,2025-06-04
013300-99999,OMASTRAND,NO,,,+60.217,+005.983,+0006.0,1973-01-01,1997-12-31
013320-99999,FJAERLAND BREMUSEET,NO,,,+61.430,+006.770,+0003.0,2006-02-01,2025-06-04
013360-99999,BULKEN,NO,,,+60.650,+006.217,+0328.0,1973-01-01,2025-06-04
013370-99999,VOSSEVANGEN,NO,,,+60.633,+006.433,+0055.0,2005-02-18,2025-06-04
013380-99999,VANGSNES,NO,,,+61.167,+006.650,+0051.0,2004-07-06,2025-06-04
013390-99999,VANGSNES,NO,,,+61.167,+006.650,+0053.0,1973-01-01,2001-11-02
013400-99999,FET I EIDFJORD,NO,,,+60.420,+007.280,+0737.0,2005-07-26,2025-06-04
013410-99999,EIDFJORD-BU,NO,,,+60.467,+006.867,+0166.0,1983-01-01,1997-12-31
013420-99999,ULLENSVANG,NO,,,+60.317,+006.650,+0012.0,1973-01-01,2025-06-04
013440-99999,MJOLFJELL,NO,,,+60.700,+006.950,+0695.0,1973-01-01,2025-06-04
013450-99999,KLEVAVATNET,NO,,,+60.717,+007.217,+0960.0,1973-10-07,2025-06-04
013460-99999,MIDTSTOVA,NO,,,+60.650,+007.267,+1162.0,2011-11-25,2025-06-04
013470-99999,SOGNDAL HAUKASEN,NO,,ENSG,+61.156,+007.137,+0511.0,1985-01-18,2025-06-04
013471-99999,SOGNDAL/HAUKASEN,NO,,ENSG,+61.167,+007.133,+0498.0,1984-08-01,1984-12-17
013500-99999,FINSEVATN,NO,,,+60.600,+007.533,+1208.0,2003-03-30,2025-06-04
013510-99999,FINSE III,NO,,,+60.600,+007.500,+1224.0,1973-01-02,2001-12-10
013520-99999,SANDHAUG,NO,,,+60.183,+007.483,+1250.0,2004-01-07,2025-06-04
013550-99999,LAERDAL IV,NO,,,+61.100,+007.500,+0005.0,1973-01-01,2025-06-04
013560-99999,FANNARAKI,FO,,,+61.517,+007.900,+2062.0,1988-11-25,2014-08-27
013570-99999,HOLLEKOLTEN,NO,,,+60.867,+008.517,+0804.2,1973-01-01,2025-06-04
013580-99999,HEMSEDAL II,NO,,,+60.850,+008.600,+0604.0,2011-09-29,2025-06-03
013590-99999,GEILO-OLDEBRATEN,NO,,,+60.533,+008.200,+0773.0,1973-01-01,2025-06-04
013591-99999,HAUGASTOL,NO,,,+60.517,+007.867,+0988.0,2007-03-07,2007-03-07
013600-99999,BRATA-SLETTOM,NO,,,+61.900,+007.900,+0664.0,1973-01-01,2025-03-31
013610-99999,GROTLI III,NO,,,+62.017,+007.667,+0872.0,1973-01-01,2025-06-04
013620-99999,JUVVASSHOE,NO,,,+61.667,+008.367,+1894.0,2009-06-26,2025-06-02
013630-99999,,,,,,,,1973-01-01,1974-09-06
013640-99999,FILEFJELL,NO,,,+61.183,+008.117,+0955.1,1949-01-01,2025-06-04
013650-99999,BEITOSTOLEN II,NO,,,+61.251,+008.917,+0965.0,1973-04-04,2025-06-04
013660-99999,SOGNEFJELL,NO,,,+61.567,+008.000,+1413.0,1979-03-01,2025-06-04
013670-99999,FAGERNES,NO,,,+60.983,+009.217,+0365.4,1982-10-01,2025-06-04
013671-99999,BEITOSTOLEN,NO,,,+61.233,+008.933,+0828.0,1973-01-01,1980-11-05
013680-99999,LEIRIN,NO,,ENFG,+61.016,+009.288,+0822.0,1988-10-14,2025-06-03
013690-99999,ABJORSBRATEN,NO,,,+60.917,+009.283,+0639.0,1988-10-01,2017-12-30
013700-99999,SKABU,NO,,,+61.517,+009.400,+0928.0,1973-01-01,2025-06-04
013710-99999,LOKEN I VOLBU,NO,,,+61.117,+009.067,+0521.0,1973-01-01,2025-06-04
013720-99999,NESBYEN-SKOGLUND,NO,,,+60.567,+009.133,+0167.0,1973-01-01,1997-12-31
013730-99999,NESBYEN-TODOKK,NO,,,+60.567,+009.133,+0166.0,1973-01-01,2025-06-04
013740-99999,VEST-TORPA II,NO,,,+60.933,+010.033,+0542.0,1981-05-01,2025-06-04
013741-99999,,,,,,,,1973-01-01,1979-08-10
013743-99999,FAGERNES/LEIRIN   &,NO,,,+61.000,+009.300,+0822.0,1988-01-05,1988-09-13
013750-99999,KVITFJELL,NO,,,+61.467,+010.133,+1028.0,1973-01-01,2025-06-04
013755-99999,GULLFAX (PLATFORM),NO,,ENGC,+61.033,+002.033,+0010.0,1989-11-15,2025-06-04
013760-99999,GULSVIK II,NO,,,+60.383,+009.600,+0142.0,1973-01-01,2025-06-04
013780-99999,LILLEHAMMER-SAETHERENGEN,NO,,,+61.100,+010.467,+0239.0,1973-01-01,2025-06-04
013790-99999,SOR-NESSET,NO,,,+61.883,+010.150,+0739.0,1973-01-01,2005-12-09
013800-99999,VENABU,NO,,,+61.650,+010.117,+0930.0,1985-01-10,2025-06-04
013801-99999,KITTILBU,NO,,,+61.167,+009.967,+0816.0,1974-11-14,1984-08-27
013810-99999,APELSVOLL,NO,,,+60.700,+010.867,+0264.0,2011-10-03,2025-06-02
013820-99999,KISE,NO,,,+60.767,+010.800,+0128.0,1973-01-01,2025-06-04
013830-99999,EVENSTAD-DIH,NO,,,+61.400,+011.080,+0255.0,1973-01-01,2025-06-04
013839-99999,HAMAR / STAFSBERG,NO,,ENHA,+60.817,+011.067,+0223.0,1987-02-05,1990-02-22
013840-99999,GARDERMOEN / OSLO,NO,,ENGM,+60.194,+011.100,+0207.6,1940-05-11,2025-06-04
013850-99999,HAMER,NO,,,+60.817,+011.067,+0222.3,2006-10-24,2025-06-04
013860-99999,HAMAR II,NO,,,+60.800,+011.100,+0132.0,2009-07-01,2025-06-04
013870-99999,FAVANG,NO,,,+61.450,+010.183,+0200.0,2011-09-29,2025-06-04
013890-99999,RENA AP,NO,,,+61.183,+011.367,+0255.7,1973-01-01,2025-06-04
013910-99999,FLISA,NO,,,+60.617,+012.017,+0188.0,1973-01-01,1997-12-31
013920-99999,FLISA II,NO,,,+60.617,+012.017,+0185.0,2005-02-18,2025-06-04
013930-99999,DREVSJO,NO,,,+61.883,+012.033,+0673.5,1973-01-01,2025-06-04
013970-99999,TRYSIL VEGSTASJON,NO,,,+61.300,+012.267,+0361.4,1973-01-01,2024-06-19
014000-99999,EKOFISK,NO,,,+56.550,+003.217,+0048.8,1998-12-23,2020-09-01
014010-99999,FRIGG,NO,,,+59.983,+002.250,+0048.0,2001-06-01,2006-07-18
014030-99999,UTSIRA FYR,NO,,,+59.300,+004.867,+0056.3,1928-01-02,2025-06-04
014033-99999,EKOFISK OIL PLTFRM,NO,,ENEK,+56.550,+003.250,+0048.8,1981-05-06,2025-06-04
014035-99999,KARMOY,NO,,,+59.350,+005.217,+0023.0,1975-11-01,1984-08-07
014060-99999,SLATTEROY FYR,NO,,,+59.917,+005.067,+0016.0,1973-01-01,2025-06-04
014080-99999,KARMOY,NO,,ENHD,+59.345,+005.208,+0026.2,1984-09-09,2025-06-04
014090-99999,SKUDENES,NO,,,+59.150,+005.250,+0007.0,2005-02-18,2005-10-28
014110-99999,KVITSOY - NORDBO,NO,,,+59.067,+005.417,+0022.0,2005-06-12,2025-06-04
014120-99999,OBRESTAD,NO,,,+58.650,+005.567,+0026.0,1973-01-01,2025-06-04
014130-99999,SAERHEIM,NO,,,+58.750,+005.650,+0087.0,2011-09-28,2025-06-04
014140-99999,ROVER,NO,,,+59.433,+005.067,+0025.0,1989-05-20,2025-06-04
014150-99999,SOLA / STAVANGER,NO,,ENZV,+58.877,+005.638,+0008.8,1940-04-10,2025-06-04
014160-99999,STAVANGER VAALAND,NO,,,+58.950,+005.733,+0072.0,2008-07-24,2025-06-04
014170-99999,NEDRE VATS,NO,,,+59.483,+005.750,+0065.0,1973-01-03,2025-06-04
014180-99999,AUSTEVOLL,NO,,,+60.017,+005.200,+0032.0,1973-01-01,2025-06-04
014190-99999,LIARVATN,NO,,,+59.050,+006.117,+0300.0,2010-07-02,2025-06-04
014211-99999,INDRE MATRE,NO,,,+59.850,+006.000,+0024.0,2002-03-14,2002-03-14
014220-99999,FISTER SIGMUNDSTAD,NO,,,+59.167,+006.033,+0025.0,2005-01-01,2025-06-04
014230-99999,FISTER-TONNEVIK,NO,,,+59.167,+006.050,+0050.0,1973-01-01,2004-12-31
014240-99999,SAUDA,NO,,,+59.650,+006.367,+0006.0,1973-01-01,2025-06-04
014250-99999,EIK HOVE,NO,,,+58.517,+006.517,+0066.0,1973-01-01,2025-06-04
014260-99999,EIGEROYA,NO,,,+58.433,+005.867,+0049.0,2004-04-25,2025-06-04
014270-99999,LISTA FYR,NO,,,+58.117,+006.567,+0014.0,1928-01-01,2025-06-04
014280-99999,LISTA,NO,,ENLI,+58.099,+006.626,+0008.8,1973-01-01,1997-12-30
014281-99999,ULA OIL PLATFORM,NO,,ENLA,+59.111,+002.846,+0094.0,2013-08-06,2025-06-04
014300-99999,MANDAL II,NO,,,+58.017,+007.450,+0138.0,1973-01-01,2025-06-04
014310-99999,SIRDAL-SINNES,NO,,,+58.933,+006.917,+0557.0,2007-08-06,2025-06-04
014320-99999,SIRDAL-TJORHOM,NO,,,+58.883,+006.850,+0500.0,1974-11-14,1997-12-31
014321-99999,FIDJELAND,NO,,,+58.967,+006.933,+0568.0,2007-03-07,2007-03-07
014330-99999,MIDTLAEGER,NO,,,+59.833,+006.983,+1081.0,1973-01-01,2015-05-28
014340-99999,VAAGSLI,NO,,,+59.767,+007.367,+0822.0,2004-04-06,2025-06-04
014350-99999,HAUKELISETER TESTFELT,NO,,,+59.817,+007.217,+0989.5,1985-01-11,2025-06-04
014360-99999,LINDESNES FYR,NO,,,+57.983,+007.050,+0013.0,1973-01-01,2025-06-04
014390-99999,KONSMO-HOYLAND,NO,,,+58.250,+007.442,+0260.0,1973-01-01,2025-06-04
014400-99999,BLASJO,NO,,,+59.333,+006.867,+1104.6,1973-01-01,2025-06-04
014410-99999,HOVDEN-LUNDANE,NO,,,+59.583,+007.383,+0836.0,1983-01-01,2025-06-04
014420-99999,BYGLANDSFJORD,NO,,,+58.667,+007.800,+0211.0,1973-01-01,2025-06-04
014440-99999,VALLE,NO,,,+59.200,+007.517,+0302.0,2011-09-26,2025-06-04
014450-99999,SKAFSA,NO,,,+59.450,+008.000,+0077.0,1973-01-01,1989-11-13
014460-99999,OYFJELL-TROVATN,NO,,,+59.567,+008.200,+0714.0,1983-01-01,1997-12-31
014470-99999,HOYDALSMO II,NO,,,+59.500,+008.200,+0562.0,2006-11-21,2025-06-04
014480-99999,OKSOY FYR,NO,,,+58.067,+008.050,+0008.0,1949-01-01,2025-06-04
014490-99999,GJERSTAD,NO,,,+58.867,+009.033,+0032.0,2012-01-05,2025-06-04
014500-99999,MOSSTRAND II,NO,,,+59.833,+008.183,+0977.0,1973-01-01,2025-06-04
014520-99999,KJEVIK,NO,,ENCN,+58.204,+008.085,+0017.4,1940-05-01,2025-06-04
014530-99999,HYNNEKLEIV,NO,,,+58.600,+008.417,+0162.0,2012-01-05,2025-06-04
014550-99999,TVEITSUND,NO,,,+59.033,+008.517,+0252.0,1973-01-01,2025-06-04
014590-99999,NELAUG,NO,,,+58.650,+008.633,+0142.0,1973-01-01,2025-06-04
014600-99999,GULLHOLMEN,NO,,,+59.433,+010.583,+0014.0,2012-11-02,2025-06-04
014610-99999,,,,,,,,1973-01-01,1974-09-30
014611-99999,GAUSTATOPPEN,NO,,,+59.850,+008.650,+1803.7,2014-06-05,2025-06-04
014620-99999,PORSGRUNN,NO,,,+59.083,+009.667,+0090.0,2013-07-29,2025-06-04
014630-99999,AS,NO,,,+59.650,+010.767,+0089.0,2011-09-29,2025-06-03
014640-99999,LANDVIK,NO,,,+58.333,+008.517,+0006.0,2011-09-28,2025-06-04
014650-99999,TORUNGEN FYR,NO,,,+58.400,+008.783,+0015.0,1973-01-01,2025-06-04
014660-99999,KJELLER AP,NO,,,+59.967,+011.033,+0109.0,2011-09-28,2025-06-03
014670-99999,LYNGOR FYR,NO,,,+58.633,+009.150,+0005.0,1973-01-01,2025-06-04
014680-99999,KONGSVINGER,NO,,,+60.183,+012.000,+0148.0,2006-10-03,2025-06-04
014690-99999,HONEFOSS-HOYBY,NO,,,+60.167,+010.250,+0140.0,2005-07-19,2025-06-04
014700-99999,GVARV,NO,,,+59.383,+009.200,+0093.0,1973-01-01,2025-06-04
014703-99999,NOTODDEN,NO,,ENNO,+59.566,+009.212,+0019.2,1990-10-19,2025-06-04
014710-99999,VEGGLI II,NO,,,+60.050,+009.150,+0275.0,2006-10-03,2025-06-04
014730-99999,KONGSBERG BRANNSTASJON,NO,,,+59.617,+009.633,+0173.0,2004-05-10,2025-06-04
014740-99999,LYNGDAL I NUMEDAL,NO,,,+59.900,+009.533,+0294.0,1973-01-01,1997-12-31
014750-99999,SKIEN-GEITERYGGEN,NO,,ENSN,+59.183,+009.567,+0141.0,1985-07-17,1997-12-31
014760-99999,JOMFRULAND FYR,NO,,,+58.850,+009.550,+0005.0,1973-01-01,2025-06-04
014770-99999,KONNERUD,NO,,,+59.717,+010.150,+0193.0,1973-01-01,2025-06-04
014780-99999,SVENNER LH,NO,,,+58.967,+010.150,+0015.0,1973-01-01,2025-06-04
014800-99999,DRAMMEN BERSKOG,NO,,,+59.750,+010.133,+0008.0,2005-02-18,2025-06-04
014810-99999,MELSOM,NO,,,+59.233,+010.350,+0026.0,1974-05-19,2025-06-04
014820-99999,FERDER LH,NO,,,+59.033,+010.517,+0007.7,1931-01-01,2025-06-04
014825-99999,TORP,NO,,ENTO,+59.187,+010.259,+0087.2,2005-01-01,2025-06-04
014830-99999,TORP,NO,,,+59.183,+010.267,+0088.0,1973-01-01,2025-06-04
014840-99999,AURSKOG,NO,,,+59.917,+011.583,+0128.0,1973-01-01,2025-06-04
014843-99999,OSEBERG,NO,,ENOA,+59.317,+010.450,+0015.0,1990-10-19,2025-06-04
014850-99999,DANDE-GALLEBERG,NO,,,+59.617,+010.217,+0060.0,2011-09-28,2025-06-04
014860-99999,ASKER,NO,,,+59.850,+010.433,+0163.0,2004-05-10,2025-06-04
014870-99999,ALNA,NO,,,+59.933,+010.833,+0090.0,2004-09-24,2015-06-01
014880-99999,HAKADAL,NO,,,+60.117,+010.833,+0170.0,1940-04-07,2025-06-04
014881-99999,STATFJORD B OIL PLATFORM,NO,,ENFB,+61.206,+001.829,+0142.0,2010-11-23,2025-06-04
014890-99999,BJORNHOLT,NO,,,+60.050,+010.683,+0360.0,2011-09-28,2025-06-02
014900-99999,TRYVANNSHOGDA,NO,,,+59.983,+010.683,+0528.0,1973-01-01,2025-06-04
014920-99999,OSLO-BLINDERN,NO,,,+59.950,+010.717,+0097.0,1973-08-03,2025-06-04
014930-99999,SARPSBORG,NO,,,+59.283,+011.117,+0057.0,2004-05-10,2025-06-04
014940-99999,RYGGE,NO,,ENRY,+59.379,+010.786,+0053.0,1973-01-01,2025-06-04
014950-99999,STROMTANGEN FYR,NO,,,+59.150,+010.833,+0010.0,2004-04-06,2025-06-04
014960-99999,HOLAND-FOSSER,NO,,,+59.817,+011.483,+0154.0,1973-01-01,1997-12-31
014965-99999,,,,,,,,1975-04-26,1975-05-14
014970-99999,PRESTEBAKKE,NO,,,+59.000,+011.533,+0157.0,1973-01-01,2010-04-09
014980-99999,MAGNOR,NO,,,+59.967,+012.217,+0153.0,1983-01-01,1997-12-31
014981-99999,,,,,,,,1973-01-01,1978-02-21
014983-99999,STATFJORD OIL RIG &,NO,,,,,,1982-12-04,1984-11-27
014990-99999,VAEROY,NO,,,,,,1986-09-16,1990-03-22
014993-99999,VAEROY,NO,,ENVY,,,,1988-01-05,1990-07-16
015000-99999,RAKKESTAD,NO,,,+59.383,+011.383,+0100.0,2009-07-08,2009-12-16
020001-99999,LJUNGBYHED,SW,,ESTL,+56.083,+013.213,+0042.7,2004-05-10,2025-06-04
020120-99999,RITSEM,SW,,,+67.733,+017.467,+0521.0,1981-08-01,1997-12-31
020130-99999,RITSEM,SW,,,+67.733,+017.467,+0542.7,2001-06-01,2025-06-04
020180-99999,SUORVA,SW,,,+67.533,+018.233,+0415.0,1935-01-01,1938-12-31
020190-99999,KATTERJAKK A,SW,,,+68.417,+018.167,+0516.0,2008-10-27,2025-06-04
020200-99999,KATTERJAKK,SW,,,+68.417,+018.167,+0517.0,1977-07-01,1997-12-31
020220-99999,ABISKO,SW,,,+68.354,+018.816,+0392.3,2001-11-07,2024-10-09
020230-99999,TORNEHAMN (AUT),SW,,,+68.433,+018.633,+0512.0,1986-04-27,2005-05-26
020240-99999,STORA SJOFALLET,SW,,,+67.500,+018.300,+0425.0,2001-06-01,2025-05-23
020260-99999,ALUOKTA,SW,,,+67.317,+018.883,+0385.0,2002-10-23,2005-09-30
020280-99999,TARFALA - SOL,SW,,,+67.917,+018.600,+1144.0,2021-06-28,2023-09-05
020290-99999,TARFALA,SW,,,+67.917,+018.600,+1146.0,2001-06-01,2025-05-07
020310-99999,RENSJON,SW,,,+68.067,+019.833,+0493.0,2001-06-01,2024-11-12
020320-99999,TORNETRASK LAKE,SW,,,+68.217,+019.717,+0393.0,1977-07-01,2003-09-09
020360-99999,NIKKALUOKTA,SW,,,+67.850,+019.033,+0468.0,1977-07-01,2024-10-09
020380-99999,LATNIVAARA,SW,,,+67.250,+020.267,+0453.0,2001-06-01,2024-10-09
020430-99999,ESRANGE,SW,,,+67.933,+021.067,+0341.0,1994-03-01,1997-12-31
020440-99999,KIRUNA,SW,,ESNQ,+67.822,+020.337,+0459.6,1977-07-01,2025-06-04
020450-99999,KIRUNA-SOL,SW,,,+67.833,+020.417,+0424.0,1995-04-01,2025-06-01
020480-99999,MALMBERGET,SW,,,+67.167,+020.667,+0375.0,1935-01-01,1991-05-05
020490-99999,GALLIVARE,SW,,ESNG,+67.132,+020.815,+0313.0,1979-08-03,2025-06-04
020500-99999,RIKSGRANSEN,SW,,,+68.417,+018.117,+0508.0,1935-01-01,1977-06-30
020510-99999,KARESUANDO,SZ,,,+68.450,+022.500,+0327.1,1955-01-01,1959-12-31
020520-99999,KVIKKJOKK         &,SW,,,+66.950,+017.750,+0337.0,1955-01-01,1977-06-30
020530-99999,MALMBERGET,SW,,,+67.133,+020.667,+0365.0,1955-01-01,1977-06-30
020540-99999,NEDRE SOPPERO,SW,,,+68.050,+021.750,+0360.0,1955-01-01,2016-04-21
020550-99999,NAIMAKKA,SW,,,+68.683,+021.533,+0402.0,1973-01-01,2025-04-21
020560-99999,STENSELE,SZ,,,+65.067,+017.167,+0330.1,1955-01-01,1959-12-31
020570-99999,KALLAX/LULEA (AFB),SW,,ESPA,+65.550,+022.133,+0017.0,1955-01-01,1977-06-30
020580-99999,HAPARANDA         &,SW,,,+65.833,+024.150,+0007.0,1973-01-01,1977-06-30
020590-99999,GADDEDE,SW,,,+64.500,+014.133,+0318.0,1955-01-01,1977-06-30
020600-99999,NAIMAKKA,SW,,,+68.683,+021.533,+0403.0,1955-01-01,2004-10-21
020620-99999,OSTERSUND FROSON AB,SW,,,+63.183,+014.500,+0376.0,1955-01-01,1977-06-30
020630-99999,ASELE,SW,,,+64.167,+017.367,+0329.0,1955-01-01,1977-06-30
020640-99999,SAITTAROVA,SW,,,+67.333,+022.233,+0240.0,1973-01-01,2025-05-31
020650-99999,SVEG              &,SW,,,+62.033,+014.367,+0360.0,1955-01-01,1977-06-30
020660-99999,SUNDSVALL/HARNOSAND,SW,,ESNN,+62.533,+017.450,+0004.0,1955-01-01,1977-06-30
020670-99999,SARNA,SW,,,+61.683,+013.133,+0505.0,1955-01-03,1977-06-30
020680-99999,DELSBO,SW,,,+61.800,+016.567,+0093.0,1935-01-01,1977-06-30
020690-99999,SODERHAMN (SWE-AFB),SW,,ESCL,+61.267,+017.100,+0026.0,1955-01-01,1977-06-30
020700-99999,GUSTAVSFORS       &,SW,,,+60.150,+013.800,+0198.0,1973-01-01,1977-06-30
020710-99999,NORRKOPING-SOL,SW,,,+58.583,+016.150,+0058.0,1955-01-01,2023-09-05
020711-99999,BORLANGE,SW,,,+60.417,+015.517,+0153.0,1973-01-01,1973-01-21
020720-99999,PARKALOMPOLO,SW,,,+67.733,+022.833,+0313.0,2001-06-01,2024-10-09
020730-99999,KARLSTAD          &,SW,,ESSQ,+59.367,+013.467,+0046.0,1955-01-01,1977-06-30
020740-99999,OREBRO/EKEBY,SW,,,+59.267,+015.333,+0033.0,1973-01-01,1977-06-30
020750-99999,VASTERAS/HASSLO AFB,SW,,ESCD,+59.583,+016.633,+0006.0,1973-01-01,1977-06-30
020760-99999,UPPSALA           &,SW,,ESCM,+59.883,+017.600,+0021.0,1973-01-01,1977-06-30
020770-99999,STOCKHOLM/BROMMA  &,SW,,ESSB,+59.350,+017.950,+0015.0,1955-01-01,1977-06-30
020790-99999,SATENAS (SWE-AFB),SW,,ESIB,+58.433,+012.700,+0054.0,1973-01-01,1977-06-30
020800-99999,KARESUANDO,SW,,,+68.450,+022.450,+0331.0,1935-01-01,1997-12-31
020810-99999,KARESUANDO,SW,,,+68.450,+022.450,+0330.0,1955-01-01,2025-06-04
020820-99999,LANDSORT          &,SW,,,+58.750,+017.867,+0032.0,1973-01-01,1977-06-30
020830-99999,GOTSKA SANDON     &,SW,,,+58.400,+019.200,+0012.0,1973-01-01,1977-06-30
020840-99999,LANNAVAARA        &,SW,,,+68.050,+022.000,+0360.0,1955-01-01,2004-05-07
020850-99999,RANGEDALA (AUTO),SW,,,+57.717,+013.117,+0259.0,1973-01-01,1977-06-30
020860-99999,LAINIO,SW,,,+67.767,+022.350,+0317.0,1955-01-01,2005-03-17
020870-99999,JONKOPING         &,SW,,ESSJ,+57.767,+014.083,+0226.0,1955-01-01,1977-06-30
020880-99999,KOMPELUSVAARA,SW,,,+67.083,+022.217,+0263.0,1973-01-01,2002-05-21
020890-99999,OLANDS NORRA UDDE &,SW,,,+57.367,+017.100,+0004.0,1973-01-01,1977-06-30
020900-99999,VISBY             &,SW,,ESSV,+57.667,+018.350,+0051.0,1955-01-01,1977-06-30
020910-99999,VISBY-SOL,SW,,,+57.667,+018.350,+0049.0,1973-01-01,2025-06-01
020920-99999,MUODOSLOMPOLO,SW,,,+67.950,+023.467,+0240.0,1973-01-01,2004-09-17
020930-99999,VAXJO             &,SW,,,+56.867,+014.800,+0166.0,1973-01-01,1977-06-30
020940-99999,UNGSKAR,SW,,,+56.033,+015.800,+0001.0,1955-01-01,1977-06-30
020950-99999,PAJALA,SW,,,+67.200,+023.383,+0171.0,1955-01-01,2025-05-30
020960-99999,PAJALA,SW,,,+67.217,+023.400,+0168.0,1955-01-01,1997-12-31
020970-99999,MALMO /BULLTOFTON,SZ,,,+55.600,+013.067,+0014.9,1955-01-01,1974-07-02
020980-99999,MALMO/STURUP,SW,,ESMS,+55.550,+013.367,+0072.0,1973-01-01,1977-06-30
020990-99999,YSTAD             &,SW,,,+55.433,+013.833,+0034.0,1973-01-01,1977-06-30
021000-99999,NAIMAKKA,SW,,,+68.683,+021.533,+0403.0,1973-01-01,1977-06-30
021010-99999,HEMAVAN TARNABY,SE,,ESUT,+65.806,+015.083,+0458.1,1973-01-02,2025-06-04
021020-99999,STEKENJOKK,SW,,,+65.100,+014.517,+1036.0,1958-11-01,2025-02-05
021030-99999,HEMAVAN-GIEREVARTO,SW,,,+65.783,+015.067,+0793.0,1987-11-18,2024-12-10
021040-99999,HEMAVAN,SW,,,+65.817,+015.083,+0485.0,1977-07-01,1997-12-31
021050-99999,ABELVATTNET,SW,,,+65.533,+014.983,+0670.0,1973-01-01,2004-02-21
021060-99999,JOKKMOKK (SWE-AFB),SW,,,+66.600,+019.833,+0256.0,1973-01-01,1977-06-30
021080-99999,KLIMPFJALL,SW,,,+65.067,+014.800,+0593.0,1977-07-01,2005-09-21
021090-99999,ABRAUR,SW,,,+65.900,+019.100,+0342.0,1973-01-02,1977-06-30
021100-99999,GIELAS,SW,,,+65.333,+015.067,+0577.0,1987-05-18,2024-10-09
021110-99999,VIDSEL (SWE-AFB),SW,,ESPE,+65.867,+020.133,+0180.0,1973-01-02,1977-06-30
021120-99999,SYLARNA,SW,,,+63.050,+012.267,+1035.0,1977-07-01,2004-08-21
021140-99999,NORRAKER,SW,,,+64.450,+015.600,+0346.0,1975-08-07,1977-06-30
021150-99999,STORLIEN-VISJOVALE&,SW,,,+63.300,+012.133,+0640.0,1955-01-01,1977-06-30
021160-99999,MORSIL,SW,,,+63.317,+013.650,+0400.0,1973-01-01,2005-02-21
021170-99999,NORDMALING,SW,,,+63.567,+019.500,+0006.0,1955-01-01,1977-06-30
021180-99999,DIKANAS/SKANSNAS,SW,,,+65.317,+016.033,+0525.0,1973-01-01,1997-12-31
021190-99999,KVIKKJOKK ARRENJARKA,SW,,,+66.883,+018.017,+0320.0,1973-01-01,2025-05-31
021200-99999,KVIKKJOKK-ARRENJARKA,SW,,,+66.883,+018.017,+0315.0,1935-01-01,1997-12-31
021205-99999,STORUMAN,SW,,,+64.950,+017.700,+0279.0,2005-04-19,2025-04-07
021210-99999,MIERKENIS,SW,,,+66.683,+016.117,+0615.0,2001-06-01,2025-06-01
021220-99999,STENUDDEN,SW,,,+66.533,+017.667,+0453.0,1979-08-02,2004-03-21
021230-99999,JAKKVIK,SW,,,+66.317,+017.100,+0552.0,1973-01-01,2016-04-21
021240-99999,ARJEPLOG,SW,,,+66.050,+017.833,+0432.0,1977-04-05,2025-06-04
021250-99999,OSTMARK,SW,,,+60.317,+012.700,+0178.0,1973-01-01,1977-06-30
021260-99999,GUNNARN,SW,,,+65.017,+017.700,+0251.0,1973-01-01,2023-03-14
021270-99999,STENSELE,SW,,,+65.067,+017.167,+0327.0,1931-01-03,2005-08-23
021280-99999,GUNNARN,SW,,ESPD,+65.000,+017.700,+0283.0,1973-01-01,1997-12-31
021290-99999,GUNNARN SOL (AUT),SW,,,+64.967,+017.700,+0278.0,1973-01-01,1986-11-25
021300-99999,ROPARUDDEN,SW,,,+66.483,+016.417,+0481.0,1973-01-01,2016-04-21
021310-99999,ARVIKA,SW,,,+59.667,+012.583,+0075.0,1973-01-01,1977-06-30
021330-99999,SNAVLUNDA,SW,,,+58.967,+014.900,+0144.0,1973-01-01,1977-06-30
021350-99999,BURESJON,SW,,,+65.567,+017.867,+0393.0,1973-01-01,2023-09-05
021360-99999,STORBERG,SW,,,+65.500,+018.950,+0454.0,2003-05-19,2004-08-29
021380-99999,GRUNDKALLEN,SW,,,+60.500,+018.867,+0023.0,1973-01-01,1977-06-30
021410-99999,TJAKAAPE,SW,,,+66.317,+019.217,+0582.0,1973-01-01,2025-02-21
021420-99999,JOKKMOKK,SW,,ESNJ,+66.496,+020.147,+0275.5,1977-07-01,1997-12-31
021430-99999,PALJAMYREN,SW,,,+66.217,+019.133,+0570.0,1973-01-01,2003-07-31
021440-99999,ABRAUR,SW,,,+65.983,+018.933,+0374.0,1977-07-01,2004-06-26
021450-99999,TELLEJAUR,SW,,,+66.150,+019.633,+0436.0,2003-07-25,2004-03-22
